,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.6119703166917156,0.7082568494184225,0.5827106089484213,0.5943191538653729,0.7039473472269973,0.6402408552301859
Epoch 2,0.7187892111960639,0.7716790506191457,0.6318661088352873,0.6301411667342813,0.7846425967937898,0.7074236268357136
Epoch 3,0.7560685757190961,0.7840496227057167,0.6494135022373864,0.6453934972905122,0.8048968781388917,0.7279644152183206
Epoch 4,0.7678649443411392,0.7905621390832336,0.6500069777395973,0.6508510474600788,0.81503455686311,0.7348639330974318
Epoch 5,0.7740688584577691,0.7965280548557061,0.6569141556498825,0.6575472050425892,0.8240092184708989,0.7418134984953692
Epoch 6,0.7864017406675963,0.8007589957967409,0.6602783435929498,0.6592904913747882,0.8298959866434525,0.7473251116151056
Epoch 7,0.7884972889886366,0.8046484297356391,0.6617125015081263,0.6635208304793854,0.8346025585330649,0.7505963218489705
Epoch 8,0.7923615396888088,0.8067556216900246,0.6670407381041672,0.6682691790374249,0.8402956524892276,0.7549445462019306
Epoch 9,0.7966192816830052,0.8086933460190797,0.665058426089913,0.6697703077118338,0.8428028991165377,0.7565888521240739
Epoch 10,0.8013025289626817,0.8117902161051741,0.6718391779139452,0.6743976155106752,0.8454624870874908,0.7609584051159934
Epoch 11,0.8014295509891691,0.8145417313181833,0.6673079240129142,0.6775516137591007,0.8478072425098082,0.761727612517835
Epoch 12,0.807524354227957,0.81786302932291,0.6701516408807013,0.6799952535684354,0.8496791316556944,0.7650426819311397
Epoch 13,0.8059482651027272,0.8184326365018559,0.6720041649777176,0.679431085221534,0.8524294187103533,0.7656491141028376
Epoch 14,0.8072122637890456,0.8192387186355591,0.6708119853661744,0.6785342393020621,0.8525658394187472,0.7656726093023176
Epoch 15,0.8113764623086992,0.8197453198545979,0.6754316558305963,0.6806435498052028,0.8568398974959359,0.7688073770590064
