,Training Loss,Validation Loss
Epoch 1,0.30197598676085474,0.21790087736886124
Epoch 2,0.23535430577993394,0.2292512020674245
Epoch 3,0.18337826690673828,0.19075487232927618
Epoch 4,0.1599747188717127,0.19988752374875135
Epoch 5,0.18269753292798996,0.2633383785342348
Epoch 6,0.18177830903232098,0.1833099793514301
Epoch 7,0.3029092825084925,0.286280260774596
Epoch 8,0.16048090984225274,0.16446645371615887
Epoch 9,0.13268412955850362,0.167489356329215
Epoch 10,0.13129829164594412,0.16247309384674863
Epoch 11,0.13024303936511278,0.16456507043591861
Epoch 12,0.1409913458734751,0.2778637974426664
Epoch 13,0.1449682504415512,0.1652173530952684
Epoch 14,0.13145558729916812,0.15726623915392776
Epoch 15,0.1297018186941743,0.16470586431437526
Epoch 16,0.12869543349519372,0.1600725748415651
Epoch 17,0.12696770559325815,0.15910658792688928
Epoch 18,0.12693592865504325,0.16064190800333844
Epoch 19,0.12605376264080406,0.1630725229865518
Epoch 20,0.159789740999043,0.16439810356703297
