,Training Loss,Validation Loss
Epoch 1,0.11858138673976064,0.15394864886485296
Epoch 2,0.1132765140025152,0.15309181115750609
Epoch 3,0.10959326649854581,0.13982487572678204
Epoch 4,0.10754744029537672,0.13763174067797332
Epoch 5,0.10523711335096095,0.13935392818831163
Epoch 6,0.10328306390965979,0.13683264374989887
Epoch 7,0.10189274033779899,0.12530972930634843
Epoch 8,0.10048263721176319,0.13247850884137483
Epoch 9,0.09855401912877958,0.13684511634296384
Epoch 10,0.09652488282146968,0.1466481150609666
Epoch 11,0.09441422425458829,0.13806305915631098
Epoch 12,0.09155164826189478,0.1371328998999349
Epoch 13,0.08827454879946178,0.13944616740376786
Epoch 14,0.08472561411054598,0.14511179480830144
Epoch 15,0.08039413678314951,0.15350273627273994
