,Training Loss,Validation Loss
Epoch 1,0.13400518279373647,0.16531371081183696
Epoch 2,0.12963718102201818,0.16231237904265008
Epoch 3,0.12607171614393592,0.15626540099238528
Epoch 4,0.12352398296371102,0.16245521161833715
Epoch 5,0.1214788377776742,0.16113985869391212
Epoch 6,0.11922200131267309,0.15686346205144092
Epoch 7,0.11811512208580971,0.15999953782763973
Epoch 8,0.11602910380959511,0.1524721485530508
Epoch 9,0.11435948806032538,0.1527497673342968
Epoch 10,0.11445506567507982,0.15736574551154828
Epoch 11,0.1127879862062633,0.1539849979353362
Epoch 12,0.11321611682474614,0.14960665397089104
Epoch 13,0.10991359452418983,0.15542791000214115
Epoch 14,0.1095906908378005,0.14538140068280286
Epoch 15,0.10868076078034937,0.15406087117976155
Epoch 16,0.10690571722015739,0.14924650549374777
Epoch 17,0.10557138763144612,0.14747887271745452
Epoch 18,0.10422558326870203,0.15100589837750483
Epoch 19,0.1039622380502522,0.1522801580100224
Epoch 20,0.10144617372229696,0.1566369236157886
