,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.7349993322680723,0.7755881753026523,0.6267616443694894,0.6337932332833045,0.7934985945813864,0.712928195960981
Epoch 2,0.7887292031513431,0.7995416532680626,0.6469811909682087,0.6587509504376143,0.823044667009852,0.7434095329670162
Epoch 3,0.8046107782250098,0.813376025448502,0.6606832338569042,0.6715137721119698,0.8423816304742426,0.7585130880233257
Epoch 4,0.818546066792499,0.8220526622375823,0.6734754705125512,0.6808932956132226,0.854676648698076,0.7699288287707863
Epoch 5,0.8269084492607348,0.8317618201704406,0.682432094935558,0.6877470212150755,0.8652013204166389,0.7788101411996895
Epoch 6,0.834296010847634,0.8390079868688476,0.6913593166132063,0.6969719559577817,0.873189145325062,0.7869648831225063
Epoch 7,0.8406688764828528,0.8439418042690294,0.690666652799965,0.7043018610125718,0.8792755238580545,0.7917709436844946
Epoch 8,0.8475987774952505,0.8499324385147167,0.6956873574305892,0.7081761366982116,0.8861914570451124,0.797517233436776
Epoch 9,0.8511864281166619,0.8569056353227787,0.6990609936301188,0.7163574238579966,0.8925195788162334,0.8032060119487578
Epoch 10,0.8586409804497279,0.8643129989353964,0.713949007159401,0.7243855775041003,0.9005670325493383,0.8123711193195927
Epoch 11,0.8650150886064032,0.8699658322588433,0.712147850042502,0.7317326323433144,0.9083352222756494,0.8174393251053426
Epoch 12,0.872104036850836,0.8795037898536925,0.7233751196534061,0.7436162478764631,0.916296182051693,0.8269790752572181
Epoch 13,0.8783623864155963,0.8883415194901558,0.7312974030423434,0.7557001873827321,0.9273543464614237,0.8362111685584501
Epoch 14,0.888688524703408,0.9009983390934322,0.7429678052764751,0.7680302130939004,0.9367962378007623,0.8474962239935955
Epoch 15,0.894633263198305,0.910885845454517,0.7429705135315697,0.7884186283868905,0.9474757571871735,0.8568768015516912
