,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.49810754338095453,0.5122146916864134,0.5129639024480469,0.5014685938202198,0.49992407899415026,0.5049357620659569
Epoch 2,0.5062319471052246,0.4991661489341995,0.49779242897035264,0.49863223070187196,0.4941346515570639,0.4991914814537425
Epoch 3,0.5028627514926227,0.5032150926038665,0.501650103474135,0.5034689648155564,0.49613227141242966,0.5014658367597221
Epoch 4,0.49779524660274005,0.49269748631781385,0.49191067895293483,0.501309317576736,0.5050181238810723,0.4977461706662594
Epoch 5,0.4983997960901178,0.5025714900080235,0.4964870867782774,0.49955945623946674,0.5019138480627694,0.4997863354357309
Epoch 6,0.49843891757344116,0.4967622416410923,0.49846943555617546,0.5059399939297254,0.5037083579387649,0.5006637893278398
Epoch 7,0.49901191060434025,0.49911541635576706,0.49383747378016923,0.4998460522860269,0.49788903394117934,0.4979399773934966
Epoch 8,0.5002444515181944,0.4996878346398924,0.5023585307208771,0.5014248468262674,0.49997316708258477,0.5007377661575633
Epoch 9,0.49481258506113496,0.4990438508992935,0.5022089680481125,0.49380434717868854,0.49993039205327794,0.4979600286481015
Epoch 10,0.49205968233364517,0.49905934644991634,0.4980173979614445,0.49994324790636624,0.5031400612742362,0.4984439471851217
Epoch 11,0.5014591844530548,0.49581951195779883,0.5084287842795652,0.5016532514990403,0.496714970313567,0.5008151405006053
Epoch 12,0.49635921476519557,0.5070262110516889,0.49346453112269567,0.5045662931272101,0.49938088959879406,0.5001594279331169
Epoch 13,0.5029480727944966,0.497947588823639,0.5020307174786193,0.505652562805943,0.5018616748546081,0.5020881233514612
Epoch 14,0.49850881725521934,0.4997335824172851,0.5001033752815769,0.5054066546689813,0.49985182942037354,0.5007208518086873
Epoch 15,0.5092828284575416,0.5002695577992363,0.5030431392112724,0.49919924322354786,0.503632648477846,0.5030854834338887
