,Training Loss,Validation Loss
Epoch 1,2.454384057314942,0.12436673577342715
Epoch 2,0.5715276617159375,0.12075910930122648
Epoch 3,0.5460514837656049,0.17728304650102342
Epoch 4,0.527194391708201,0.18809874994414194
Epoch 5,0.5133155321498345,0.16254335641860962
Epoch 6,0.5022276090418292,0.17935516153063094
Epoch 7,0.49298072542735555,0.1842175785984312
Epoch 8,0.48537772429701614,0.2041722067764827
Epoch 9,0.4786512830200609,0.2177832786525999
Epoch 10,0.472108287935491,0.22531039374215261
Epoch 11,0.46699226931648946,0.227803464446749
Epoch 12,0.4617092146685249,0.23306105392319815
Epoch 13,0.4573025868975082,0.23227877914905548
Epoch 14,0.45293343455065704,0.2309607437678746
Epoch 15,0.45002279267414536,0.23810723423957825
