,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.8574104840248544,0.8543989853166305,0.7023593884478374,0.709383010388109,0.8775743382410539,0.800225241283697
Epoch 2,0.8714383997381255,0.8736906540756624,0.7246618317511054,0.7358301753656534,0.9045482044234328,0.8220338530707959
Epoch 3,0.8754389916033883,0.8769643441683609,0.7306913592689357,0.742028084734011,0.9081655436566509,0.8266576646862693
Epoch 4,0.8779233179993564,0.879084855934091,0.7367238661710523,0.745483085615076,0.9092059477038328,0.8296842146846817
Epoch 5,0.878612167946592,0.8797755633793587,0.7377121440673716,0.7464914528488271,0.9102093753264369,0.8305601407137173
Epoch 6,0.8792004995181278,0.8804440818307162,0.7377908140292416,0.7487891835450713,0.9105296223906658,0.8313508402627645
Epoch 7,0.8800231031859491,0.8807637240160827,0.7388049289570278,0.7490967385025452,0.9107352581715069,0.8318847505666224
Epoch 8,0.8784768443933947,0.8807072543972999,0.7388065986648568,0.7489905866980321,0.9107309319109158,0.8315424432128997
Epoch 9,0.8799169644227076,0.8813944181135693,0.7393830069277831,0.7494390895767808,0.910855443241399,0.8321977844564481
Epoch 10,0.8794664281279339,0.8808515692417663,0.7404541926496128,0.7493931261046032,0.9109995154284912,0.8322329663104815
